"id","cat","1","pa","name","fg_key"
"607231","pitcher",6.32136245315901e-38,122,"John Gant","13684"
"607237","pitcher",3.59904837404644e-38,140,"Amir Garrett","14375"
"607352","pitcher",-7.78615850464112e-38,54,"Joe Biagini","13194"
"607374","pitcher",3.87916326676425e-39,132,"Nick Tropeano","12385"
"607391","pitcher",-4.69169292827661e-38,272,"Chris Mazza","14151"
"607455","pitcher",-1.24613933749729e-37,72,"Anthony Banda","14706"
"607481","pitcher",4.92011783348141e-38,88,"Aaron Bummer","16258"
"607536","pitcher",-2.03152964533162e-38,608,"Kyle Freeland","16256"
"607555","pitcher",-3.47513810699513e-38,72,"Taylor Guilbeau","18306"
"607560","pitcher",-1.20435466233325e-38,216,"Ryne Harper","12680"
"607572","pitcher",2.04569869884788e-38,180,"Sam Howard","16265"
"607625","pitcher",-8.81284817552882e-39,318,"Seth Lugo","12447"
"607644","pitcher",5.49593525575589e-38,352,"John Means","16269"
"608032","pitcher",-4.90298581053388e-38,232,"Carlos Estevez","14542"
"608328","pitcher",-8.60186759707292e-38,76,"Chase De Jong","15036"
"608331","pitcher",6.20916011959235e-38,502,"Max Fried","13743"
"608334","pitcher",2.03582425625242e-38,92,"Carson Fulmer","18311"
"608335","pitcher",-5.85465079561616e-38,162,"Kyle Funkhouser",NA
"608337","pitcher",5.18673558711974e-38,624,"Lucas Giolito","15474"
"608344","pitcher",-7.98511805700387e-38,44,"Cole Irvin","19244"
"608348","pitcher",8.87291074046446e-38,8,"Carson Kelly","13620"
"608349","pitcher",1.70706682803494e-38,126,"Corey Knebel","15010"
"608371","pitcher",1.01138874354297e-37,226,"Lucas Sims","13470"
"608379","pitcher",-2.4109209826001e-39,312,"Michael Wacha","14078"
"608566","pitcher",8.46380390229489e-39,688,"German Marquez","15038"
"608648","pitcher",6.35560678699791e-38,202,"Tyler Duffey","13758"
"608652","pitcher",-4.44401134993351e-38,54,"Luke Farrell","15101"
"608665","pitcher",2.95156388011682e-38,154,"Kendall Graveman","15514"
"608678","pitcher",-8.04271177548791e-38,94,"Dominic Leone","13763"
